,CURR_AGE,new_income,GENDER_M,age_cat_2,age_cat_3,age_cat_4,pred
471,40,2298740,True,True,False,False,1
472,53,1506280,True,False,False,True,1
473,44,2334594,False,True,False,False,1
474,58,3053522,True,False,False,True,1
475,46,1915652,False,False,True,False,1
476,41,2817505,True,True,False,False,1
477,32,1169799,True,False,True,False,1
478,30,1450006,False,False,False,False,1
479,37,1458617,False,False,False,False,1
480,52,2164527,True,False,False,False,1
481,47,1681800,True,False,False,True,1
482,36,1489102,False,False,False,False,1
483,27,1896484,True,False,True,False,1
484,26,1901532,False,False,False,False,0
485,26,1257376,True,False,True,False,1
486,65,1288921,True,True,False,False,1
487,37,2450810,False,False,False,True,1
488,38,2665560,True,False,True,False,1
489,54,2341580,True,True,False,False,1
490,38,2542350,False,False,False,True,1
491,64,641523,False,True,False,False,0
492,65,543575,False,False,False,False,0
493,37,2566152,True,False,True,False,1
494,45,2805889,True,False,False,False,1
495,31,1670988,False,True,False,False,1
496,27,1188459,False,False,False,False,0
497,34,1845233,False,False,True,False,1
498,28,1606678,False,False,False,True,1
499,54,2692971,False,False,False,True,1
500,52,1993236,False,True,False,False,1
501,52,3043206,False,False,False,True,1
502,30,1390918,False,True,False,False,1
503,30,2046228,True,True,False,False,1
504,27,1022735,False,False,False,False,0
505,33,1183976,True,False,False,True,1
506,25,953415,False,False,True,False,1
507,29,1758511,True,True,False,False,1
508,40,2108538,True,False,False,False,1
509,54,2939169,False,True,False,False,1
510,28,2128077,True,True,False,False,1
511,51,2713604,True,False,False,True,1
512,51,3153206,True,False,True,False,1
513,46,1769143,False,False,False,False,1
514,62,2972630,False,False,False,True,1
515,28,1916306,False,False,False,True,1
516,60,1526317,True,False,True,False,1
517,31,1859970,True,True,False,False,1
518,47,2217090,False,False,False,False,1
519,38,2445788,False,False,True,False,1
520,34,883009,False,False,False,True,1
521,46,2954622,True,False,False,True,1
522,36,1819392,False,False,True,False,1
523,51,1229058,False,False,False,False,1
524,44,1655114,False,False,False,False,1
525,41,1841086,False,False,False,False,1
526,60,931723,False,True,False,False,1
527,38,2396354,True,True,False,False,1
528,25,2062624,False,True,False,False,1
529,61,3224470,True,False,False,False,1
530,36,2038642,True,False,False,True,1
531,54,1397309,True,False,False,True,1
532,47,2563782,True,False,False,True,1
533,60,2318717,True,False,False,False,1
534,50,2304043,False,False,False,True,1
535,28,1970260,False,False,False,False,0
536,49,1609944,False,True,False,False,1
537,49,2487122,False,False,True,False,1
538,62,2646983,True,False,True,False,1
539,28,2070359,False,False,False,False,0
540,52,3126043,True,False,True,False,1
541,54,2435732,True,False,False,True,1
542,36,2394605,True,False,False,True,1
543,53,2920365,False,False,False,False,1
544,53,1267895,False,True,False,False,1
545,43,3072330,True,False,False,True,1
546,39,1888631,True,False,True,False,1
547,51,2804190,True,False,False,True,1
548,58,563643,True,True,False,False,0
549,34,2434863,True,False,True,False,1
550,47,2750709,False,False,True,False,1
551,27,2198923,True,False,True,False,1
552,46,2188362,False,False,False,True,1
553,45,3435747,True,False,False,False,1
554,49,2159773,True,False,True,False,1
555,34,1276911,True,False,False,False,1
556,42,3025048,True,True,False,False,1
557,47,2539739,False,False,True,False,1
558,63,1313937,False,False,False,False,1
559,41,3303226,True,False,False,False,1
560,37,2494215,False,False,True,False,1
561,46,2411236,False,False,False,True,1
562,50,2615760,False,False,True,False,1
563,41,2952882,True,False,False,True,1
564,56,690633,True,False,True,False,1
565,30,1291052,False,True,False,False,1
566,48,2692434,False,False,False,True,1
567,58,3141392,False,False,True,False,1
568,60,1021912,True,True,False,False,1
569,25,1456379,False,False,True,False,1
570,49,2499394,True,True,False,False,1
571,65,555360,False,False,True,False,1
572,43,1941181,True,False,True,False,1
573,53,1840207,True,False,False,True,1
574,44,2826801,True,False,False,False,1
575,52,2531407,False,False,True,False,1
576,45,2494533,False,False,False,True,1
577,44,2537182,False,False,False,False,1
578,64,1362121,False,True,False,False,1
579,64,1896940,True,False,False,True,1
580,29,1195016,True,True,False,False,1
581,57,2972965,True,False,True,False,1
582,53,1141252,True,False,False,False,1
583,54,2871291,True,False,False,True,1
584,41,1638933,True,False,True,False,1
585,42,3056320,True,True,False,False,1
586,64,942226,False,False,False,False,1
587,41,1962505,False,False,False,True,1
588,34,1114439,True,False,False,True,1
589,29,1383770,True,False,False,True,1
590,27,1165652,False,True,False,False,1
591,42,1786194,False,True,False,False,1
592,50,1754066,False,False,True,False,1
593,60,3084922,True,False,True,False,1
594,34,1602819,False,True,False,False,1
595,45,2020294,False,False,False,False,1
596,43,2527420,False,True,False,False,1
597,45,2602279,False,False,True,False,1
598,28,1095157,False,False,False,False,0
599,53,1430641,True,False,False,False,1
600,54,868205,True,False,False,True,1
601,64,3040784,True,False,True,False,1
602,63,1671307,False,True,False,False,1
603,32,1885649,True,False,False,False,1
604,65,836167,True,False,False,False,1
605,65,2580769,False,True,False,False,1
606,49,3200304,True,False,True,False,1
607,53,3105992,False,False,False,False,1
608,54,1490113,True,False,True,False,1
609,47,2856617,True,False,False,True,1
610,30,2408941,True,False,False,True,1
611,37,3464054,True,False,True,False,1
612,60,3015509,True,False,True,False,1
613,58,2229822,False,False,True,False,1
614,45,2430812,False,True,False,False,1
615,57,616671,False,False,False,False,0
616,60,1065780,True,False,False,False,1
617,25,1932204,True,True,False,False,1
618,30,1382051,False,False,True,False,1
619,49,2842670,True,True,False,False,1
620,29,1199627,False,False,False,True,1
621,64,1514027,True,False,False,True,1
622,36,3214223,True,False,False,True,1
623,39,2101889,True,False,False,True,1
624,47,1584934,False,False,False,True,1
625,40,2001192,True,False,False,False,1
626,43,2598276,False,False,False,False,1
627,27,2369825,True,False,False,False,1
628,30,1670130,False,True,False,False,1
629,52,2952082,True,False,True,False,1
630,26,1693457,False,False,False,False,0
631,27,1695572,True,False,False,False,1
632,48,3120357,True,False,True,False,1
633,28,2515953,True,False,True,False,1
634,50,1553433,False,False,False,False,1
635,46,2525475,True,True,False,False,1
636,33,1892913,True,False,False,True,1
637,31,1522659,True,False,True,False,1
638,29,2530262,True,False,True,False,1
639,53,2994498,False,False,False,True,1
640,32,1858592,False,False,True,False,1
641,64,2654229,False,False,False,False,1
642,57,1720700,False,True,False,False,1
643,41,2081463,False,False,False,True,1
644,44,1420265,True,False,False,True,1
645,47,2060336,True,True,False,False,1
646,29,2442687,True,False,True,False,1
647,54,2723891,True,False,False,False,1
648,49,2145470,True,False,False,True,1
649,40,3162342,True,False,False,True,1
650,65,3311970,True,False,True,False,1
651,57,1283821,True,False,False,False,1
652,30,876824,False,False,False,False,1
653,61,1136154,True,False,False,False,1
654,27,1379483,False,False,False,True,1
655,38,1538836,False,False,True,False,1
656,65,2893058,False,True,False,False,1
657,37,1878597,True,False,False,False,1
658,34,1700790,True,True,False,False,1
659,51,3355472,False,True,False,False,1
660,42,2358947,False,False,True,False,1
661,52,992334,True,True,False,False,1
662,49,1461434,True,False,True,False,1
663,43,2771737,False,False,False,False,1
664,56,2542379,False,False,True,False,1
665,58,1960661,True,False,False,True,1
666,46,2430621,True,False,True,False,1
667,29,2034766,True,False,False,True,1
668,62,2098597,True,False,False,False,1
669,37,2627576,True,False,False,True,1
670,27,1278926,True,False,False,False,1
671,56,3229818,True,False,False,True,1
672,43,1639737,False,False,False,True,1
673,53,2575865,False,False,False,True,1
674,38,2109406,True,False,False,True,1
675,54,2542343,False,False,True,False,1
676,26,1881889,False,False,False,False,0
677,36,2042334,True,False,True,False,1
678,30,1139430,True,False,True,False,1
679,53,2314954,True,False,True,False,1
680,30,1352224,True,False,False,True,1
681,57,1121178,False,False,True,False,1
682,26,2015814,False,False,False,True,1
683,54,1362007,False,False,False,True,1
684,29,1255843,False,False,False,False,1
685,34,1783717,False,False,False,False,1
686,52,1585615,True,False,True,False,1
687,51,2163696,False,True,False,False,1
688,48,3211799,True,False,True,False,1
689,48,1888452,True,False,False,True,1
690,56,592428,True,False,False,True,1
691,44,2077394,False,True,False,False,1
692,33,1802285,False,False,False,True,1
693,27,2014767,False,False,True,False,1
694,42,2558690,False,False,False,True,1
695,28,2105270,True,False,False,False,1
696,62,3039551,False,False,False,False,1
697,30,2409435,True,False,False,True,1
698,41,1977976,True,True,False,False,1
699,38,2367743,True,False,False,False,1
700,42,2130552,True,False,True,False,1
701,56,2024428,True,False,False,False,1
702,38,1982741,False,False,False,True,1
703,31,1320507,True,False,False,False,1
704,32,1397694,False,False,True,False,1
705,43,2499799,False,False,False,True,1
706,59,2097720,False,False,True,False,1
707,47,1815336,False,False,False,False,1
708,56,2739509,True,False,False,True,1
709,46,2855445,True,False,True,False,1
710,41,2630677,False,False,True,False,1
711,40,3448386,True,True,False,False,1
712,51,3061878,False,True,False,False,1
713,27,1249611,False,True,False,False,1
714,57,2077959,False,False,True,False,1
715,32,1168865,False,False,False,False,1
716,59,2887517,False,False,True,False,1
717,41,1883198,True,True,False,False,1
718,27,1503043,True,False,False,False,1
719,50,1828623,False,False,False,False,1
720,57,1669613,False,False,False,True,1
721,61,1463821,True,False,False,False,1
722,61,2593071,False,True,False,False,1
723,33,2022402,False,False,True,False,1
724,51,1262391,True,False,False,False,1
725,58,3444153,True,False,True,False,1
726,64,1518762,True,True,False,False,1
727,28,931548,False,False,False,False,0
728,65,1675287,False,False,False,True,1
729,42,2495892,False,True,False,False,1
730,49,1585800,True,False,False,False,1
731,32,1209921,True,True,False,False,1
732,65,1213811,True,False,False,False,1
733,46,3222682,True,False,False,False,1
734,62,1956299,True,False,False,False,1
735,32,1369331,True,True,False,False,1
736,51,2837183,False,True,False,False,1
737,61,1124584,False,True,False,False,1
738,43,3058699,True,True,False,False,1
739,44,2665653,True,False,False,True,1
740,34,979602,False,True,False,False,1
741,60,2490447,False,False,True,False,1
742,32,1671628,False,True,False,False,1
743,49,2544915,True,False,True,False,1
744,58,1852573,True,True,False,False,1
745,55,3021311,False,False,True,False,1
746,33,1156470,False,False,True,False,1
747,49,2303628,True,False,True,False,1
748,56,2798556,True,True,False,False,1
749,41,2561863,False,True,False,False,1
750,49,2740684,False,False,False,False,1
751,35,1514370,False,False,True,False,1
752,39,2254258,True,False,True,False,1
753,29,1220080,False,False,True,False,1
754,45,3368814,True,False,False,False,1
755,62,2475547,False,False,False,True,1
756,63,806972,True,False,False,True,1
757,50,2646158,True,False,False,False,1
758,46,1747524,False,False,False,False,1
759,27,2440818,True,True,False,False,1
760,29,1119822,False,False,False,False,1
761,38,2470297,False,False,False,False,1
762,40,2975793,True,False,False,False,1
763,38,1567700,False,False,False,False,1
764,25,1223358,True,True,False,False,1
765,43,2247447,True,False,True,False,1
766,42,1800326,False,True,False,False,1
767,25,1233664,False,False,True,False,1
768,64,1398507,True,False,False,False,1
769,36,2258571,False,False,False,False,1
770,61,1244131,True,False,False,False,1
771,65,2152745,False,False,False,False,1
772,60,747165,True,False,True,False,1
773,48,1510028,False,False,False,True,1
774,54,2040485,False,False,False,True,1
