CURR_AGE,new_income,GENDER_M,age_cat_2,age_cat_3,age_cat_4,pred
37,1773789,False,True,False,False,1
36,1778646,False,False,False,False,1
41,2647976,False,False,False,True,1
37,3449225,True,True,False,False,1
39,1605128,True,False,False,False,1
38,2438426,False,False,True,False,1
54,1081514,True,False,True,False,1
46,2332361,True,True,False,False,1
46,2605247,True,True,False,False,1
51,2104122,True,True,False,False,1
54,3125700,True,True,False,False,1
62,1410011,False,False,True,False,1
35,2065908,False,False,True,False,1
25,934852,False,False,False,False,0
49,1709891,False,True,False,False,1
33,1451059,False,False,False,True,1
52,1772189,True,False,True,False,1
58,775093,True,True,False,False,0
43,1406158,True,False,True,False,1
57,1632064,True,False,True,False,1
35,2170795,True,True,False,False,1
41,1476222,False,False,False,False,1
64,1035706,True,False,True,False,1
46,2409728,False,False,False,False,1
42,2782300,True,False,False,False,1
29,1170227,False,True,False,False,1
36,2294338,False,False,True,False,1
53,1151456,False,False,False,True,1
65,1751904,True,False,False,False,1
56,540512,False,False,False,True,1
53,2993669,False,False,True,False,1
57,2007814,False,False,False,False,1
58,3452424,False,False,False,False,0
57,939167,True,False,True,False,1
52,2678312,False,False,True,False,1
26,1186207,False,True,False,False,1
38,1966742,False,True,False,False,1
43,2158716,True,True,False,False,1
48,1762039,False,False,True,False,1
59,2380015,True,False,False,True,1
56,582802,True,True,False,False,0
32,1582493,True,True,False,False,1
64,1147568,True,False,False,True,1
42,2360441,False,True,False,False,1
55,2517177,False,True,False,False,1
51,1860798,True,False,False,True,1
56,3100618,False,False,False,True,1
28,997267,False,True,False,False,1
50,1963504,False,False,False,False,1
52,2349710,True,False,True,False,1
36,1763034,False,False,False,False,1
54,1902179,True,False,False,False,1
65,3066053,True,True,False,False,1
52,2884059,True,False,False,True,1
31,1376514,True,False,True,False,1
42,1877938,False,True,False,False,1
38,1488591,True,False,False,True,1
55,2708375,True,False,False,False,1
44,3292679,True,True,False,False,1
62,3458982,False,False,False,False,1
42,2373271,False,False,False,True,1
37,2431432,False,False,True,False,1
46,3094244,True,False,False,True,1
31,2555644,True,False,False,False,1
37,2550135,False,False,False,False,1
38,2515743,False,True,False,False,1
36,2710750,False,False,True,False,1
62,2998225,False,False,True,False,1
47,1909611,True,False,False,True,1
65,903578,True,False,False,False,1
54,871299,False,False,False,True,1
33,1223926,True,False,False,False,1
38,2277394,False,False,False,True,1
31,1753782,True,False,True,False,1
33,1770088,False,False,True,False,1
60,621780,False,False,False,True,1
44,1682071,True,True,False,False,1
57,599675,False,False,False,False,0
51,3222639,False,False,False,False,1
44,1559542,False,False,False,False,1
35,2564713,True,False,False,True,1
50,3343185,True,False,True,False,1
27,2497807,True,False,True,False,1
48,2071640,False,False,False,True,1
65,2658097,False,False,False,True,1
46,1774751,False,True,False,False,1
57,2051203,True,True,False,False,1
55,3416041,False,False,True,False,1
34,2077885,False,False,True,False,1
25,1537280,False,False,False,True,1
56,1121991,False,False,False,False,1
35,1774760,False,False,True,False,1
34,1149662,False,False,False,True,1
34,1462135,True,False,False,False,1
33,2399115,True,False,False,False,1
65,776008,False,False,False,True,1
56,1730770,False,False,True,False,1
60,3436766,False,False,False,True,1
53,1608587,True,False,True,False,1
40,2228116,True,False,True,False,1
64,2618395,False,False,False,False,1
54,912092,False,False,False,False,1
64,2131820,False,False,True,False,1
45,1581758,True,False,False,True,1
44,2077240,True,False,True,False,1
53,3413047,True,False,False,False,1
64,1043521,True,True,False,False,1
30,1284501,False,False,True,False,1
61,1981760,True,False,False,False,1
25,1427841,False,True,False,False,1
38,2903601,True,False,True,False,1
61,2181564,True,True,False,False,1
63,1245600,True,False,True,False,1
31,1782620,False,False,False,True,1
43,2804960,True,True,False,False,1
49,1917351,False,True,False,False,1
37,2093236,False,False,False,False,1
52,1326620,True,False,True,False,1
29,1460992,True,True,False,False,1
36,2599864,True,True,False,False,1
33,1252258,False,False,False,False,1
46,1923999,True,False,False,False,1
35,1964150,True,True,False,False,1
62,3167770,False,False,True,False,1
28,913323,False,False,False,True,1
34,1267924,True,False,False,False,1
27,1373506,False,False,True,False,1
51,1578410,True,True,False,False,1
54,838909,False,True,False,False,1
52,1522088,False,False,False,False,1
28,1418695,True,False,False,False,1
40,1698938,True,False,False,False,1
34,1899299,True,False,False,True,1
58,1762689,True,False,True,False,1
63,1275628,True,False,False,True,1
51,2710716,True,False,False,False,1
42,2015149,False,True,False,False,1
57,1880636,True,False,True,False,1
47,1815623,True,False,False,False,1
44,1889387,False,True,False,False,1
36,2723255,True,True,False,False,1
46,2883990,True,False,False,True,1
45,2594690,False,False,True,False,1
46,1635450,True,False,False,False,1
37,2127200,False,True,False,False,1
64,2459511,True,False,False,True,1
53,1639396,False,True,False,False,1
61,2456496,True,False,False,False,1
44,2706491,True,False,True,False,1
62,1103043,False,False,False,False,1
34,1400860,False,True,False,False,1
44,2386152,True,True,False,False,1
27,1416367,True,False,True,False,1
46,1971364,True,False,True,False,1
47,1822809,True,False,False,True,1
63,3415644,True,False,False,True,1
60,3359919,False,False,False,True,1
55,1903807,False,False,False,False,1
29,1314987,False,False,True,False,1
32,2593487,True,False,True,False,1
42,1960825,True,False,True,False,1
57,3279048,True,False,False,True,1
57,818496,False,False,False,True,1
40,2704839,False,False,False,True,1
44,1558722,False,False,False,False,1
53,782707,True,False,False,True,1
35,1090601,True,True,False,False,1
29,1674979,False,True,False,False,1
63,2634770,False,False,True,False,1
59,1650021,True,False,True,False,1
62,1877943,False,False,False,False,1
49,2192318,False,False,False,True,1
46,1513615,False,False,True,False,1
31,2064372,True,False,True,False,1
64,2032673,True,False,False,False,1
33,1095268,True,False,False,True,1
34,1189864,True,True,False,False,1
59,1505385,True,False,True,False,1
29,1747737,False,False,False,True,1
39,2704218,False,False,False,False,1
40,2116696,False,False,False,True,1
58,3037861,False,False,False,True,1
41,2122113,True,True,False,False,1
56,1523595,False,False,True,False,1
65,1636620,True,True,False,False,1
41,2111849,True,False,True,False,1
31,1580331,False,False,True,False,1
29,2189768,True,False,True,False,1
49,1670960,False,False,False,True,1
40,2102056,True,False,False,True,1
50,1878458,True,False,True,False,1
60,1095016,True,True,False,False,1
27,1641528,False,False,False,True,1
35,2058968,True,False,False,True,1
47,1483145,False,False,False,False,1
46,1919710,True,True,False,False,1
59,1933872,False,False,False,False,0
41,1699826,False,False,False,True,1
56,2614941,True,False,False,False,1
45,2146697,False,False,False,False,1
57,1253089,True,False,True,False,1
56,1304702,True,False,False,False,1
40,1527502,False,True,False,False,1
51,1369109,False,False,False,False,1
29,1090010,False,False,True,False,1
60,2791278,False,True,False,False,1
55,757444,False,False,True,False,1
51,2380287,False,False,False,False,1
28,1411164,True,False,True,False,1
54,2415926,True,False,False,False,1
63,1196614,False,True,False,False,1
60,3322437,False,False,True,False,1
56,2439570,False,False,True,False,1
64,1146862,True,False,False,True,1
46,2607997,True,False,True,False,1
31,1638284,False,True,False,False,1
52,1910431,False,False,False,True,1
36,2511572,False,False,True,False,1
41,3451449,True,False,False,False,1
39,2650011,False,True,False,False,1
31,1785723,False,False,False,True,1
48,1933527,False,False,False,True,1
27,2264016,True,True,False,False,1
50,1711353,False,True,False,False,1
47,2417540,True,False,False,False,1
39,1582978,False,True,False,False,1
51,2561686,False,False,True,False,1
56,880856,True,False,False,True,1
50,3434481,True,True,False,False,1
25,1963570,False,False,False,False,0
54,2270835,False,False,False,True,1
29,2464173,True,False,True,False,1
45,1416282,False,False,True,False,1
26,1157385,False,False,False,True,1
51,2928665,True,False,False,True,1
26,2165371,True,False,False,False,1
30,1962464,False,False,False,False,1
53,1435970,True,False,False,False,1
34,1616341,False,False,True,False,1
51,3191802,False,True,False,False,1
40,2298740,True,True,False,False,1
53,1506280,True,False,False,True,1
44,2334594,False,True,False,False,1
58,3053522,True,False,False,True,1
46,1915652,False,False,True,False,1
41,2817505,True,True,False,False,1
32,1169799,True,False,True,False,1
30,1450006,False,False,False,False,1
37,1458617,False,False,False,False,1
52,2164527,True,False,False,False,1
47,1681800,True,False,False,True,1
36,1489102,False,False,False,False,1
27,1896484,True,False,True,False,1
26,1901532,False,False,False,False,0
26,1257376,True,False,True,False,1
65,1288921,True,True,False,False,1
37,2450810,False,False,False,True,1
38,2665560,True,False,True,False,1
54,2341580,True,True,False,False,1
38,2542350,False,False,False,True,1
64,641523,False,True,False,False,0
65,543575,False,False,False,False,0
37,2566152,True,False,True,False,1
45,2805889,True,False,False,False,1
31,1670988,False,True,False,False,1
27,1188459,False,False,False,False,0
34,1845233,False,False,True,False,1
28,1606678,False,False,False,True,1
54,2692971,False,False,False,True,1
52,1993236,False,True,False,False,1
52,3043206,False,False,False,True,1
30,1390918,False,True,False,False,1
30,2046228,True,True,False,False,1
27,1022735,False,False,False,False,0
33,1183976,True,False,False,True,1
25,953415,False,False,True,False,1
29,1758511,True,True,False,False,1
40,2108538,True,False,False,False,1
54,2939169,False,True,False,False,1
28,2128077,True,True,False,False,1
51,2713604,True,False,False,True,1
51,3153206,True,False,True,False,1
46,1769143,False,False,False,False,1
62,2972630,False,False,False,True,1
28,1916306,False,False,False,True,1
60,1526317,True,False,True,False,1
31,1859970,True,True,False,False,1
47,2217090,False,False,False,False,1
38,2445788,False,False,True,False,1
34,883009,False,False,False,True,1
46,2954622,True,False,False,True,1
36,1819392,False,False,True,False,1
51,1229058,False,False,False,False,1
44,1655114,False,False,False,False,1
41,1841086,False,False,False,False,1
60,931723,False,True,False,False,1
38,2396354,True,True,False,False,1
25,2062624,False,True,False,False,1
61,3224470,True,False,False,False,1
36,2038642,True,False,False,True,1
54,1397309,True,False,False,True,1
47,2563782,True,False,False,True,1
60,2318717,True,False,False,False,1
50,2304043,False,False,False,True,1
28,1970260,False,False,False,False,0
49,1609944,False,True,False,False,1
49,2487122,False,False,True,False,1
62,2646983,True,False,True,False,1
28,2070359,False,False,False,False,0
52,3126043,True,False,True,False,1
54,2435732,True,False,False,True,1
36,2394605,True,False,False,True,1
53,2920365,False,False,False,False,1
53,1267895,False,True,False,False,1
43,3072330,True,False,False,True,1
39,1888631,True,False,True,False,1
51,2804190,True,False,False,True,1
58,563643,True,True,False,False,0
34,2434863,True,False,True,False,1
47,2750709,False,False,True,False,1
27,2198923,True,False,True,False,1
46,2188362,False,False,False,True,1
45,3435747,True,False,False,False,1
49,2159773,True,False,True,False,1
34,1276911,True,False,False,False,1
42,3025048,True,True,False,False,1
47,2539739,False,False,True,False,1
63,1313937,False,False,False,False,1
41,3303226,True,False,False,False,1
37,2494215,False,False,True,False,1
46,2411236,False,False,False,True,1
50,2615760,False,False,True,False,1
41,2952882,True,False,False,True,1
56,690633,True,False,True,False,1
30,1291052,False,True,False,False,1
48,2692434,False,False,False,True,1
58,3141392,False,False,True,False,1
60,1021912,True,True,False,False,1
25,1456379,False,False,True,False,1
49,2499394,True,True,False,False,1
65,555360,False,False,True,False,1
43,1941181,True,False,True,False,1
53,1840207,True,False,False,True,1
44,2826801,True,False,False,False,1
52,2531407,False,False,True,False,1
45,2494533,False,False,False,True,1
44,2537182,False,False,False,False,1
64,1362121,False,True,False,False,1
64,1896940,True,False,False,True,1
29,1195016,True,True,False,False,1
57,2972965,True,False,True,False,1
53,1141252,True,False,False,False,1
54,2871291,True,False,False,True,1
41,1638933,True,False,True,False,1
42,3056320,True,True,False,False,1
64,942226,False,False,False,False,1
41,1962505,False,False,False,True,1
34,1114439,True,False,False,True,1
29,1383770,True,False,False,True,1
27,1165652,False,True,False,False,1
42,1786194,False,True,False,False,1
50,1754066,False,False,True,False,1
60,3084922,True,False,True,False,1
34,1602819,False,True,False,False,1
45,2020294,False,False,False,False,1
43,2527420,False,True,False,False,1
45,2602279,False,False,True,False,1
28,1095157,False,False,False,False,0
53,1430641,True,False,False,False,1
54,868205,True,False,False,True,1
64,3040784,True,False,True,False,1
63,1671307,False,True,False,False,1
32,1885649,True,False,False,False,1
65,836167,True,False,False,False,1
65,2580769,False,True,False,False,1
49,3200304,True,False,True,False,1
53,3105992,False,False,False,False,1
54,1490113,True,False,True,False,1
47,2856617,True,False,False,True,1
30,2408941,True,False,False,True,1
37,3464054,True,False,True,False,1
60,3015509,True,False,True,False,1
58,2229822,False,False,True,False,1
45,2430812,False,True,False,False,1
57,616671,False,False,False,False,0
60,1065780,True,False,False,False,1
25,1932204,True,True,False,False,1
30,1382051,False,False,True,False,1
49,2842670,True,True,False,False,1
29,1199627,False,False,False,True,1
64,1514027,True,False,False,True,1
36,3214223,True,False,False,True,1
39,2101889,True,False,False,True,1
47,1584934,False,False,False,True,1
40,2001192,True,False,False,False,1
43,2598276,False,False,False,False,1
27,2369825,True,False,False,False,1
30,1670130,False,True,False,False,1
52,2952082,True,False,True,False,1
26,1693457,False,False,False,False,0
27,1695572,True,False,False,False,1
48,3120357,True,False,True,False,1
28,2515953,True,False,True,False,1
50,1553433,False,False,False,False,1
46,2525475,True,True,False,False,1
33,1892913,True,False,False,True,1
31,1522659,True,False,True,False,1
29,2530262,True,False,True,False,1
53,2994498,False,False,False,True,1
32,1858592,False,False,True,False,1
64,2654229,False,False,False,False,1
57,1720700,False,True,False,False,1
41,2081463,False,False,False,True,1
44,1420265,True,False,False,True,1
47,2060336,True,True,False,False,1
29,2442687,True,False,True,False,1
54,2723891,True,False,False,False,1
49,2145470,True,False,False,True,1
40,3162342,True,False,False,True,1
65,3311970,True,False,True,False,1
57,1283821,True,False,False,False,1
30,876824,False,False,False,False,1
61,1136154,True,False,False,False,1
27,1379483,False,False,False,True,1
38,1538836,False,False,True,False,1
65,2893058,False,True,False,False,1
37,1878597,True,False,False,False,1
34,1700790,True,True,False,False,1
51,3355472,False,True,False,False,1
42,2358947,False,False,True,False,1
52,992334,True,True,False,False,1
49,1461434,True,False,True,False,1
43,2771737,False,False,False,False,1
56,2542379,False,False,True,False,1
58,1960661,True,False,False,True,1
46,2430621,True,False,True,False,1
29,2034766,True,False,False,True,1
62,2098597,True,False,False,False,1
37,2627576,True,False,False,True,1
27,1278926,True,False,False,False,1
56,3229818,True,False,False,True,1
43,1639737,False,False,False,True,1
53,2575865,False,False,False,True,1
38,2109406,True,False,False,True,1
54,2542343,False,False,True,False,1
26,1881889,False,False,False,False,0
36,2042334,True,False,True,False,1
30,1139430,True,False,True,False,1
53,2314954,True,False,True,False,1
30,1352224,True,False,False,True,1
57,1121178,False,False,True,False,1
26,2015814,False,False,False,True,1
54,1362007,False,False,False,True,1
29,1255843,False,False,False,False,1
34,1783717,False,False,False,False,1
52,1585615,True,False,True,False,1
51,2163696,False,True,False,False,1
48,3211799,True,False,True,False,1
48,1888452,True,False,False,True,1
56,592428,True,False,False,True,1
44,2077394,False,True,False,False,1
33,1802285,False,False,False,True,1
27,2014767,False,False,True,False,1
42,2558690,False,False,False,True,1
28,2105270,True,False,False,False,1
62,3039551,False,False,False,False,1
30,2409435,True,False,False,True,1
41,1977976,True,True,False,False,1
38,2367743,True,False,False,False,1
42,2130552,True,False,True,False,1
56,2024428,True,False,False,False,1
38,1982741,False,False,False,True,1
31,1320507,True,False,False,False,1
32,1397694,False,False,True,False,1
43,2499799,False,False,False,True,1
59,2097720,False,False,True,False,1
47,1815336,False,False,False,False,1
56,2739509,True,False,False,True,1
46,2855445,True,False,True,False,1
41,2630677,False,False,True,False,1
40,3448386,True,True,False,False,1
51,3061878,False,True,False,False,1
27,1249611,False,True,False,False,1
57,2077959,False,False,True,False,1
32,1168865,False,False,False,False,1
59,2887517,False,False,True,False,1
41,1883198,True,True,False,False,1
27,1503043,True,False,False,False,1
50,1828623,False,False,False,False,1
57,1669613,False,False,False,True,1
61,1463821,True,False,False,False,1
61,2593071,False,True,False,False,1
33,2022402,False,False,True,False,1
51,1262391,True,False,False,False,1
58,3444153,True,False,True,False,1
64,1518762,True,True,False,False,1
28,931548,False,False,False,False,0
65,1675287,False,False,False,True,1
42,2495892,False,True,False,False,1
49,1585800,True,False,False,False,1
32,1209921,True,True,False,False,1
65,1213811,True,False,False,False,1
46,3222682,True,False,False,False,1
62,1956299,True,False,False,False,1
32,1369331,True,True,False,False,1
51,2837183,False,True,False,False,1
61,1124584,False,True,False,False,1
43,3058699,True,True,False,False,1
44,2665653,True,False,False,True,1
34,979602,False,True,False,False,1
60,2490447,False,False,True,False,1
32,1671628,False,True,False,False,1
49,2544915,True,False,True,False,1
58,1852573,True,True,False,False,1
55,3021311,False,False,True,False,1
33,1156470,False,False,True,False,1
49,2303628,True,False,True,False,1
56,2798556,True,True,False,False,1
41,2561863,False,True,False,False,1
49,2740684,False,False,False,False,1
35,1514370,False,False,True,False,1
39,2254258,True,False,True,False,1
29,1220080,False,False,True,False,1
45,3368814,True,False,False,False,1
62,2475547,False,False,False,True,1
63,806972,True,False,False,True,1
50,2646158,True,False,False,False,1
46,1747524,False,False,False,False,1
27,2440818,True,True,False,False,1
29,1119822,False,False,False,False,1
38,2470297,False,False,False,False,1
40,2975793,True,False,False,False,1
38,1567700,False,False,False,False,1
25,1223358,True,True,False,False,1
43,2247447,True,False,True,False,1
42,1800326,False,True,False,False,1
25,1233664,False,False,True,False,1
64,1398507,True,False,False,False,1
36,2258571,False,False,False,False,1
61,1244131,True,False,False,False,1
65,2152745,False,False,False,False,1
60,747165,True,False,True,False,1
48,1510028,False,False,False,True,1
54,2040485,False,False,False,True,1
26,1271154,False,False,False,False,0
44,2518903,True,True,False,False,1
32,2454739,True,False,True,False,1
27,1370692,False,False,True,False,1
48,2615203,True,False,False,False,1
40,2525785,False,False,True,False,1
37,1852311,False,False,False,True,1
50,1501237,True,False,False,True,1
44,1727672,True,False,False,True,1
29,2307975,True,False,True,False,1
29,965507,False,True,False,False,1
41,3414979,True,False,False,False,1
25,1984274,True,True,False,False,1
37,1479885,True,False,True,False,1
42,1832732,False,False,True,False,1
59,2054133,False,True,False,False,1
51,2916433,False,True,False,False,1
40,1441928,False,False,False,True,1
52,1471284,True,False,False,True,1
28,1960773,True,False,False,False,1
50,1424852,True,False,True,False,1
40,1719707,True,True,False,False,1
61,2668828,False,False,False,False,1
48,3387710,True,False,False,True,1
43,1913534,False,False,False,False,1
31,2007718,False,False,True,False,1
33,980968,False,False,True,False,1
30,2339820,True,False,True,False,1
31,1552251,False,False,False,False,1
48,2046131,True,False,False,False,1
40,2677648,False,False,False,True,1
26,1770911,True,False,False,False,1
58,2895648,False,False,False,False,0
41,2295796,False,False,False,True,1
31,1028678,False,False,False,False,1
40,1624844,True,False,False,True,1
51,1924148,True,False,True,False,1
43,2131334,False,True,False,False,1
56,2716407,True,False,False,True,1
34,1508254,False,False,True,False,1
25,1270026,True,False,True,False,1
27,1779276,False,True,False,False,1
31,1521384,False,False,False,False,1
51,3210733,False,False,False,False,1
33,1261886,True,False,False,False,1
55,2453253,True,False,False,False,1
60,2421766,True,False,False,False,1
37,1463433,False,False,False,True,1
26,1562104,False,False,False,True,1
27,2077002,True,False,False,False,1
25,1290092,False,False,True,False,1
36,1479247,False,False,True,False,1
47,1887022,True,True,False,False,1
46,2317371,False,False,True,False,1
50,2395175,False,True,False,False,1
41,2446154,False,True,False,False,1
47,2112222,False,False,False,False,1
34,1174227,True,False,True,False,1
37,2551037,True,False,False,False,1
35,2059604,False,False,False,False,1
60,2239811,True,False,False,False,1
57,3300017,False,False,False,False,1
47,1813072,False,False,False,True,1
52,598902,False,False,True,False,1
48,3086654,True,True,False,False,1
62,708893,True,True,False,False,0
60,2966525,True,True,False,False,1
49,2701930,False,True,False,False,1
39,1686157,True,False,False,True,1
45,2207630,True,False,True,False,1
49,3045369,True,True,False,False,1
39,1964483,False,False,False,True,1
44,1913806,False,False,True,False,1
63,2149779,True,False,False,False,1
42,1602269,False,False,False,False,1
50,1720738,False,False,True,False,1
47,2377697,True,True,False,False,1
32,2070588,True,False,False,True,1
54,1196904,False,False,True,False,1
34,1926894,False,False,False,False,1
35,1464548,False,True,False,False,1
26,2372704,True,False,False,False,1
54,1992995,False,False,True,False,1
50,2416343,False,True,False,False,1
62,1887053,False,False,False,False,1
25,1141840,False,False,True,False,1
58,1911934,True,True,False,False,1
39,2004009,True,False,False,False,1
31,1952119,False,True,False,False,1
58,1613763,False,False,False,True,1
38,2548207,True,False,True,False,1
43,1458328,True,False,False,True,1
51,2082179,False,False,False,False,1
35,1579991,True,False,False,True,1
41,1813931,True,False,False,True,1
49,2227592,False,True,False,False,1
50,2346078,False,True,False,False,1
56,1224885,False,True,False,False,1
